luminosity,N,P,K,ph,EC,humidity,temperature,score,soil_quality
672.5,147.8,69.2,166.4,5.81,1.48,84.61,18.05,65.35,Healthy
410.5,184.1,68.0,158.5,6.41,0.96,50.24,17.24,73.43,Healthy
428.5,25.3,6.8,71.3,3.9,0.56,14.12,35.16,25.88,Poor
421.1,129.6,39.7,104.8,6.6,1.08,34.46,33.28,62.75,Moderate
887.6,125.1,44.4,220.3,6.45,1.21,69.29,23.15,78.68,Healthy
752.1,45.4,61.4,167.8,6.68,1.25,85.06,26.27,68.05,Healthy
351.2,22.6,16.7,32.1,3.93,0.12,29.35,9.97,25.16,Poor
477.8,118.6,26.6,137.6,7.23,0.89,28.33,33.77,54.8,Moderate
429.5,48.5,48.7,125.7,8.15,1.43,43.8,18.35,50.57,Moderate
782.2,87.6,55.2,193.8,7.22,1.04,71.97,21.74,68.44,Healthy
788.7,88.1,66.8,177.9,6.62,1.92,78.01,21.58,70.32,Healthy
354.6,14.9,16.9,32.6,5.53,3.65,35.79,14.93,36.8,Poor
111.1,37.7,7.7,56.6,4.09,0.16,36.2,12.97,28.42,Poor
743.3,109.9,78.7,212.6,6.55,0.97,72.3,22.29,77.24,Healthy
139.4,19.8,15.0,16.0,4.8,0.31,17.77,22.67,34.09,Poor
640.0,91.5,75.2,192.1,6.77,1.86,58.18,21.95,73.53,Healthy
781.4,184.7,52.4,159.3,6.69,1.61,70.55,25.37,75.68,Healthy
678.0,138.9,58.4,156.2,6.39,1.06,67.23,22.27,75.76,Healthy
557.7,147.0,87.7,234.5,5.99,0.85,72.62,20.28,73.4,Healthy
681.6,48.5,31.1,105.4,6.44,0.67,74.07,24.02,66.32,Healthy
291.1,86.6,41.1,112.6,7.77,1.84,42.33,15.57,50.32,Moderate
352.6,66.4,24.7,128.1,8.1,1.41,41.36,24.71,51.5,Moderate
466.4,15.7,12.3,18.0,4.57,0.11,34.69,28.05,35.9,Poor
466.6,11.7,10.0,61.9,4.8,0.41,26.73,13.83,35.4,Poor
566.2,80.5,79.5,195.1,6.82,1.63,56.86,20.58,72.48,Healthy
318.6,83.7,46.5,83.0,4.76,0.44,60.37,31.93,49.55,Moderate
494.3,51.5,33.1,120.2,7.77,1.14,37.99,24.22,55.07,Moderate
292.0,31.4,15.0,55.0,4.35,0.59,11.47,15.98,29.34,Poor
679.1,191.9,53.4,225.9,6.11,1.08,46.77,24.89,76.58,Healthy
538.1,208.7,90.8,221.5,6.02,1.15,49.25,25.81,78.53,Healthy
343.4,57.3,33.5,89.7,6.06,1.47,22.53,21.36,54.92,Moderate
315.3,75.2,33.6,135.4,6.34,0.51,33.56,18.74,59.2,Moderate
421.6,69.6,37.7,116.6,8.07,2.15,48.03,29.27,49.35,Moderate
440.8,31.4,12.7,52.4,4.46,0.56,36.76,16.41,37.21,Poor
115.9,39.9,16.6,26.2,7.32,3.49,43.61,35.63,38.65,Poor
617.8,77.4,43.3,107.4,4.89,0.86,66.16,25.37,56.44,Moderate
350.2,54.1,59.1,79.4,6.16,1.33,19.36,30.7,55.04,Moderate
900.5,89.6,69.5,169.0,6.68,1.71,65.98,20.33,73.62,Healthy
584.9,155.2,61.1,81.9,6.67,1.24,25.45,31.41,64.14,Moderate
349.0,50.9,46.6,96.2,7.78,1.62,65.41,31.8,53.06,Moderate
478.3,22.7,44.3,123.6,6.06,0.87,62.14,23.39,65.45,Healthy
470.8,26.8,41.0,150.6,6.32,0.66,64.37,22.89,66.91,Healthy
342.8,83.2,42.6,94.3,5.84,1.15,61.71,20.63,64.0,Moderate
568.3,163.1,52.7,188.9,7.06,1.74,69.77,19.04,69.03,Healthy
399.8,12.1,3.1,20.2,4.92,0.37,27.1,22.24,38.11,Poor
567.5,43.3,18.7,106.4,7.52,2.3,57.6,31.24,53.09,Moderate
621.2,68.7,28.0,68.5,7.87,1.36,42.35,27.56,52.73,Moderate
290.5,15.0,8.3,23.5,3.98,0.29,10.29,34.84,21.18,Poor
459.4,140.2,25.9,61.1,5.84,0.83,63.62,22.45,64.06,Moderate
610.9,43.4,64.0,97.3,6.64,1.36,74.2,26.98,67.04,Healthy
227.4,19.5,2.1,19.2,4.02,0.42,18.05,23.66,27.97,Poor
521.8,18.2,29.1,22.8,7.52,3.64,31.64,17.7,38.53,Poor
562.1,95.9,63.5,87.1,7.06,1.53,21.58,25.18,59.26,Moderate
676.6,201.6,68.7,150.0,5.91,1.74,66.09,24.6,73.96,Healthy
419.1,59.4,60.0,139.5,4.82,0.81,52.09,13.97,51.22,Moderate
377.4,104.7,45.6,138.2,7.08,0.7,42.45,22.87,63.01,Moderate
310.2,32.6,4.5,16.6,4.81,0.25,37.11,17.4,37.01,Poor
476.3,96.5,44.8,91.2,5.22,0.93,61.86,25.91,59.84,Moderate
603.3,65.3,24.2,96.9,5.04,0.85,43.88,27.83,51.82,Moderate
565.1,80.6,21.7,43.4,7.45,3.44,27.23,13.34,39.92,Poor
778.6,136.0,77.2,228.1,7.14,0.93,52.75,26.27,74.6,Healthy
80.5,39.5,3.7,14.4,3.81,0.55,11.9,19.07,24.46,Poor
396.9,86.0,57.6,141.6,5.84,0.84,40.48,15.07,58.95,Moderate
507.0,99.5,35.0,198.9,6.2,1.5,71.18,22.0,69.29,Healthy
582.0,111.0,27.4,99.2,5.57,0.45,58.76,24.05,62.4,Moderate
243.7,27.2,11.2,27.7,4.22,0.44,23.64,30.79,29.42,Poor
425.0,20.9,77.1,94.3,6.54,0.64,68.55,18.97,65.32,Healthy
1003.0,83.6,35.5,218.0,6.93,1.48,62.3,19.17,72.3,Healthy
211.2,64.1,28.3,126.8,5.22,0.44,39.42,21.18,49.81,Moderate
524.3,124.6,41.4,184.3,6.59,0.98,68.82,25.29,73.53,Healthy
510.8,91.3,18.7,128.8,7.41,1.61,68.67,14.1,56.47,Moderate
712.1,128.6,67.8,151.9,6.31,0.98,73.48,24.91,73.94,Healthy
492.0,54.6,39.1,115.8,7.57,1.79,58.38,21.8,59.05,Moderate
62.2,27.3,2.4,71.3,4.77,0.44,28.74,35.89,32.66,Poor
103.6,36.1,28.4,60.2,4.93,0.54,90.08,11.11,36.41,Poor
429.0,10.3,19.7,33.0,4.14,0.21,30.13,17.26,30.68,Poor
114.7,14.3,12.8,13.5,4.61,0.38,13.13,27.3,30.0,Poor
560.9,135.8,56.8,134.1,6.79,0.81,19.53,26.4,63.11,Moderate
606.9,150.6,67.9,242.1,6.73,0.96,69.18,26.0,77.27,Healthy
348.1,104.7,29.5,80.9,5.63,0.48,60.26,19.5,58.85,Moderate
882.3,131.1,60.6,231.6,6.35,1.08,62.03,18.3,78.53,Healthy
365.0,71.4,51.9,118.1,6.89,0.62,34.71,31.34,57.79,Moderate
457.9,156.3,94.2,194.0,7.0,1.7,64.93,21.2,74.02,Healthy
160.1,36.8,18.9,68.7,4.02,0.17,31.29,10.82,27.12,Poor
455.1,177.7,46.0,210.8,6.59,1.57,53.93,18.54,74.61,Healthy
63.4,13.1,4.8,50.8,4.31,0.16,10.97,19.11,25.47,Poor
483.7,30.4,16.2,55.2,4.64,0.38,33.21,8.2,33.86,Poor
639.9,89.9,48.5,171.5,6.06,0.85,66.19,24.29,70.4,Healthy
690.0,100.5,73.4,154.2,6.59,0.83,59.05,21.33,75.51,Healthy
168.5,11.0,4.3,70.1,4.6,0.58,33.65,23.85,38.64,Poor
281.1,93.5,60.3,79.3,5.36,0.63,51.67,29.38,55.94,Moderate
761.2,40.0,73.9,158.4,6.74,0.63,62.98,19.48,70.07,Healthy
807.8,89.2,54.6,139.9,6.91,1.38,34.16,36.06,61.45,Moderate
435.1,6.0,9.6,49.8,5.09,0.5,15.75,21.36,38.41,Poor
196.0,14.7,16.3,41.1,4.29,0.25,36.49,14.4,30.97,Poor
536.2,114.1,34.2,206.3,6.35,0.84,78.19,20.54,69.0,Healthy
868.8,79.7,37.6,221.3,6.34,1.88,68.04,26.31,72.1,Healthy
638.3,30.1,65.9,160.2,6.8,0.97,55.1,21.82,69.81,Healthy
412.5,24.5,50.0,116.8,6.69,1.1,58.24,19.52,66.62,Healthy
439.7,146.3,57.0,245.9,6.82,1.25,62.53,18.66,75.28,Healthy
217.4,16.7,2.3,13.2,5.12,0.57,15.14,10.32,30.77,Poor
443.2,20.5,13.0,39.7,4.76,0.25,21.28,9.43,30.69,Poor
695.0,77.3,29.2,102.6,7.8,1.85,57.59,26.84,57.47,Moderate
560.9,58.2,28.9,132.2,6.4,1.32,63.8,20.98,68.98,Healthy
379.4,17.8,24.6,95.3,7.31,3.61,33.05,13.34,39.87,Poor
548.0,113.0,51.6,180.3,6.08,1.3,74.85,20.66,68.93,Healthy
719.0,57.3,61.4,115.3,7.15,1.3,44.0,35.65,59.93,Moderate
774.6,200.7,51.6,207.0,6.38,1.35,58.59,24.23,82.25,Healthy
358.5,30.6,17.0,61.3,3.79,0.4,13.24,13.23,25.37,Poor
666.7,143.9,66.8,156.0,6.58,1.26,65.75,17.95,75.36,Healthy
604.5,46.5,44.6,75.1,7.51,1.57,50.35,27.29,57.45,Moderate
774.1,77.6,46.5,82.9,6.88,1.52,41.93,32.93,61.32,Moderate
911.3,149.6,59.8,146.8,6.24,1.75,72.82,20.24,72.28,Healthy
607.0,124.2,50.8,117.3,6.77,1.2,69.33,19.02,69.9,Healthy
296.5,30.8,2.7,35.1,4.47,0.5,38.97,23.72,38.81,Poor
721.2,84.8,47.9,138.9,6.37,0.57,20.63,25.03,62.89,Moderate
687.8,82.2,23.8,128.3,6.09,0.77,30.82,31.55,58.13,Moderate
124.1,14.3,18.1,55.2,4.22,0.48,21.89,21.12,31.1,Poor
500.4,175.8,46.4,182.8,6.25,1.71,47.28,15.3,68.81,Healthy
712.2,49.9,23.1,118.6,8.54,1.73,53.44,30.46,47.74,Moderate
662.6,66.0,20.7,99.2,8.08,1.65,66.15,22.54,54.15,Moderate
549.8,152.1,73.8,143.5,6.56,0.91,57.47,20.14,76.09,Healthy
730.5,126.9,65.6,223.2,6.48,1.8,57.08,22.01,78.2,Healthy
744.3,46.6,36.1,126.7,6.39,1.17,72.04,26.78,68.45,Healthy
416.3,142.2,54.3,208.2,6.35,1.73,64.4,25.08,74.67,Healthy
390.2,13.2,2.1,49.1,4.18,0.11,29.8,30.5,29.81,Poor
739.7,161.1,48.2,168.4,5.94,1.6,80.15,21.8,68.47,Healthy
270.1,27.2,16.7,57.5,4.95,0.16,21.19,28.52,36.79,Poor
619.0,116.8,19.2,80.2,4.87,1.0,47.87,15.55,51.07,Moderate
262.1,12.1,9.6,37.8,4.17,0.14,19.13,26.15,28.63,Poor
669.5,109.0,64.1,189.8,5.84,1.45,66.66,17.24,68.39,Healthy
720.7,60.1,19.6,89.7,7.88,1.32,55.41,24.31,57.9,Moderate
471.3,23.8,17.7,19.3,5.23,0.36,14.33,12.92,35.25,Poor
335.4,26.4,16.4,37.5,7.57,2.65,26.84,15.23,38.4,Poor
526.9,108.5,45.4,203.4,5.67,1.73,66.89,23.45,66.84,Healthy
687.0,20.5,53.6,95.9,6.75,0.58,55.6,20.82,65.22,Healthy
631.8,135.8,45.9,222.1,5.98,0.97,62.0,23.8,74.64,Healthy
105.6,37.9,3.9,61.3,4.24,0.53,27.87,29.8,31.59,Poor
397.8,73.7,22.7,130.3,7.92,1.75,52.36,24.76,54.88,Moderate
582.8,132.6,58.3,247.0,6.27,1.36,53.22,27.28,76.1,Healthy
361.1,31.3,9.7,25.5,6.11,3.63,29.14,12.62,39.27,Poor
338.1,84.4,23.7,68.8,8.32,1.49,48.01,28.93,47.44,Moderate
913.4,131.4,66.3,179.4,6.98,1.74,62.97,18.25,72.58,Healthy
55.7,6.3,15.2,17.5,4.83,0.13,24.73,24.85,34.46,Poor
652.9,146.8,50.3,199.8,6.94,1.03,54.53,17.77,72.04,Healthy
367.4,44.2,76.8,103.4,6.02,1.26,54.89,20.88,66.09,Healthy
328.2,22.1,5.7,35.0,5.59,2.65,29.01,34.68,38.34,Poor
632.9,81.9,48.6,212.3,6.01,1.35,56.59,20.19,70.72,Healthy
197.8,10.5,8.9,71.7,7.89,3.6,30.4,36.0,30.1,Poor
558.7,110.1,56.6,158.5,6.37,1.99,67.15,22.19,70.88,Healthy
657.0,72.5,40.5,139.7,5.3,1.05,55.9,29.93,60.05,Moderate
701.4,90.5,25.9,103.2,6.0,1.44,40.66,33.5,59.28,Moderate
1044.0,74.4,41.0,143.0,6.42,1.77,62.14,23.85,74.27,Healthy
544.8,141.3,47.7,186.8,6.57,1.7,66.09,15.93,71.37,Healthy
679.9,28.3,35.6,177.2,6.26,0.91,72.86,22.05,66.9,Healthy
479.0,83.0,61.7,112.1,7.02,1.39,39.8,35.94,58.98,Moderate
444.7,110.6,36.9,145.6,6.49,0.8,33.94,28.83,64.93,Moderate
446.2,133.8,34.1,149.0,7.25,1.39,31.55,30.63,58.74,Moderate
510.2,61.2,49.6,133.4,6.3,0.58,39.73,24.98,64.44,Moderate
871.8,57.4,53.6,87.5,7.45,0.64,33.4,32.75,53.83,Moderate
582.3,148.7,73.8,188.1,6.28,1.5,51.91,18.65,74.15,Healthy
177.3,7.8,11.7,44.5,3.85,0.54,11.27,33.82,22.79,Poor
901.6,137.5,43.2,255.0,5.82,1.45,55.85,16.6,71.96,Healthy
655.1,171.8,47.5,150.5,6.97,1.38,64.1,24.78,73.93,Healthy
260.6,70.1,47.2,139.4,7.96,1.23,62.16,16.75,55.79,Moderate
442.4,18.8,9.5,51.6,4.86,0.31,24.89,28.87,37.4,Poor
688.6,54.9,28.6,94.9,7.89,2.03,41.65,17.06,48.86,Moderate
558.2,113.1,47.2,151.0,7.0,1.25,23.99,33.69,59.08,Moderate
664.6,119.9,68.4,206.2,6.34,1.73,50.56,16.43,71.9,Healthy
611.0,92.4,31.3,97.6,7.66,1.95,65.31,34.28,54.11,Moderate
392.5,70.6,51.9,108.7,6.49,0.96,27.74,30.2,61.21,Moderate
128.6,35.0,15.9,48.9,4.41,0.11,40.28,31.46,34.06,Poor
252.2,30.9,17.5,15.2,5.15,0.15,22.13,35.37,34.14,Poor
528.1,68.4,39.1,109.2,6.09,0.82,35.81,22.21,61.09,Moderate
454.0,70.7,38.8,103.9,6.64,0.85,23.89,36.89,54.81,Moderate
520.7,103.6,42.7,127.8,6.71,0.75,32.58,28.97,62.61,Moderate
648.3,153.5,81.7,244.5,6.93,1.7,78.55,25.71,73.83,Healthy
853.1,72.7,47.3,117.6,6.52,1.48,20.67,34.66,60.25,Moderate
337.5,56.1,24.3,126.1,5.3,0.78,61.8,29.66,55.2,Moderate
661.3,94.7,45.0,126.9,6.01,0.69,38.8,30.29,61.45,Moderate
226.3,18.3,4.6,34.9,3.94,0.41,21.99,20.92,28.02,Poor
384.7,20.4,18.1,29.2,4.01,0.28,27.06,12.16,26.52,Poor
371.4,81.2,41.3,85.2,5.17,0.46,43.38,27.53,51.4,Moderate
684.5,103.3,55.4,173.9,6.48,1.79,60.46,21.61,74.95,Healthy
266.4,79.2,41.6,127.1,5.74,0.77,33.97,22.56,57.03,Moderate
782.3,111.6,66.7,134.9,6.39,1.79,62.45,21.39,74.09,Healthy
303.4,66.7,35.3,93.2,8.06,1.12,52.35,29.29,52.09,Moderate
597.9,171.6,41.4,221.5,7.03,1.04,48.93,22.45,72.98,Healthy
473.6,105.3,52.0,126.6,7.1,1.14,38.16,28.53,62.67,Moderate
803.9,126.9,57.1,196.8,6.56,1.09,46.03,22.78,76.53,Healthy
753.8,77.0,49.7,139.5,7.72,1.39,41.28,24.83,60.14,Moderate
323.7,38.7,39.8,87.0,8.03,1.84,57.08,32.56,48.73,Moderate
701.7,90.2,60.6,64.5,4.93,0.93,56.59,18.92,56.87,Moderate
332.8,97.9,55.9,144.2,6.28,0.69,27.34,23.83,63.32,Moderate
659.6,76.0,32.7,90.1,6.37,1.24,42.58,34.14,62.64,Moderate
220.8,29.4,2.1,33.2,3.86,0.21,24.29,11.13,23.28,Poor
65.2,19.3,3.2,31.9,4.71,0.54,35.89,20.4,36.65,Poor
328.4,100.6,27.7,138.5,7.05,0.78,44.27,29.58,60.12,Moderate
493.6,146.9,66.4,163.8,6.94,1.39,59.72,18.08,72.25,Healthy
549.5,127.9,55.5,107.7,5.23,0.72,51.82,17.14,58.35,Moderate
282.0,53.6,19.0,41.6,8.0,3.64,26.65,15.99,32.11,Poor
156.8,36.3,5.7,58.1,4.28,0.27,23.06,31.96,29.0,Poor
290.4,49.8,34.3,100.6,7.46,1.61,42.1,26.5,54.29,Moderate
749.7,127.3,53.4,195.3,6.7,1.19,57.5,22.74,77.77,Healthy
451.3,72.5,23.0,127.9,7.93,1.1,42.82,26.01,53.95,Moderate
315.8,16.3,10.1,40.4,3.96,0.6,21.71,18.86,28.82,Poor
328.8,97.1,26.3,108.0,7.53,1.96,69.4,29.8,54.69,Moderate
535.3,112.2,49.0,135.8,6.36,1.37,79.82,25.62,68.96,Healthy
201.3,64.8,7.7,38.5,8.01,3.45,28.57,23.9,36.07,Poor
683.5,110.2,47.3,110.2,5.0,0.42,53.72,21.16,57.14,Moderate
261.5,31.9,12.8,59.3,4.7,0.44,12.35,17.07,32.36,Poor
309.8,71.6,40.4,135.9,5.7,0.93,52.59,24.06,62.62,Moderate
763.8,86.9,63.3,122.8,7.15,1.41,32.11,31.28,60.68,Moderate
330.6,20.0,67.7,148.4,6.58,0.82,76.62,20.61,65.0,Healthy
201.3,29.3,15.9,41.9,4.16,0.41,9.56,17.77,26.28,Poor
840.0,87.9,35.7,199.5,6.56,1.35,78.39,21.04,71.6,Healthy
823.1,199.4,62.4,266.1,7.11,1.08,45.38,26.53,76.79,Healthy
521.2,104.9,59.3,119.2,5.1,0.83,55.06,17.7,58.17,Moderate
416.0,33.5,56.6,127.5,6.28,1.38,58.51,25.76,68.64,Healthy
374.8,45.8,47.7,116.0,8.39,2.2,51.24,27.73,47.21,Moderate
280.9,14.9,6.0,24.2,4.31,0.54,20.2,24.09,32.24,Poor
316.2,36.6,15.9,61.3,4.51,0.32,14.91,13.57,30.0,Poor
295.2,89.9,34.4,82.1,7.55,2.23,50.46,31.51,51.76,Moderate
257.0,32.9,14.2,26.3,4.87,0.46,25.79,12.45,33.96,Poor
719.6,39.9,43.3,134.9,8.06,1.99,55.98,24.9,55.81,Moderate
609.3,145.5,37.7,164.6,6.48,1.4,67.41,23.02,75.25,Healthy
865.3,96.6,55.2,110.4,6.97,1.42,23.17,33.27,59.23,Moderate
775.1,117.3,56.4,170.3,6.84,0.79,69.66,24.25,72.83,Healthy
786.9,37.8,70.6,92.5,6.43,0.76,70.61,27.23,68.52,Healthy
273.8,78.3,24.5,126.0,8.03,1.2,47.59,25.04,54.19,Moderate
520.0,49.1,18.5,97.6,7.71,1.19,46.02,19.0,53.7,Moderate
487.6,91.1,25.7,105.1,7.93,2.36,45.39,24.43,51.56,Moderate
799.6,150.5,37.5,124.0,5.72,1.75,67.43,25.98,66.79,Healthy
1008.6,147.8,65.6,174.4,6.67,1.6,74.88,16.32,73.2,Healthy
545.8,131.9,54.2,203.4,5.93,1.52,70.39,18.72,68.62,Healthy
518.6,25.4,7.8,82.4,5.78,3.56,25.96,36.16,38.07,Poor
328.2,101.1,47.1,94.7,7.6,2.15,54.73,15.42,54.18,Moderate
668.4,54.7,61.7,168.5,5.97,0.67,56.36,18.27,66.42,Healthy
448.8,64.2,50.1,142.8,6.74,0.83,31.33,18.87,61.15,Moderate
582.7,64.6,62.8,81.3,6.85,0.98,53.3,23.5,68.04,Healthy
423.6,39.0,5.3,29.3,4.85,0.55,24.53,9.06,33.05,Poor
260.7,107.9,38.9,93.0,5.89,0.61,45.35,23.32,60.67,Moderate
911.8,130.2,69.6,218.9,6.06,1.31,55.13,18.62,75.86,Healthy
930.1,126.9,55.3,128.2,5.99,1.22,51.57,16.49,69.67,Healthy
739.4,121.9,59.6,179.1,5.74,1.25,68.45,17.18,68.19,Healthy
400.0,28.0,11.1,21.8,4.54,0.21,30.54,19.4,34.9,Poor
178.7,13.0,9.1,23.2,4.69,0.55,28.74,23.1,36.71,Poor
123.9,40.3,35.9,47.5,5.08,0.35,92.26,17.4,39.89,Poor
640.6,189.3,37.8,236.3,6.6,1.02,48.94,19.6,76.59,Healthy
135.8,5.3,16.5,27.3,4.3,0.28,33.87,25.98,32.96,Poor
114.8,20.7,10.6,46.0,3.8,0.25,12.49,32.82,22.51,Poor
452.8,118.8,36.2,121.7,7.51,1.04,25.37,20.95,55.45,Moderate
531.9,36.0,52.0,118.4,6.48,0.95,58.25,23.96,71.13,Healthy
480.8,95.3,34.6,138.6,5.28,0.95,55.02,24.59,61.17,Moderate
233.9,20.8,15.8,69.3,4.3,0.53,24.36,21.33,34.01,Poor
745.8,127.6,56.4,236.9,6.54,1.46,69.7,25.72,77.82,Healthy
778.9,27.6,83.5,122.3,6.18,0.74,70.73,22.92,68.67,Healthy
445.4,17.1,10.4,42.8,3.97,0.21,29.37,22.73,31.95,Poor
463.2,58.8,35.4,115.7,6.13,1.18,18.5,28.63,56.47,Moderate
424.7,13.9,2.1,63.3,5.09,0.3,33.02,34.09,38.36,Poor
452.7,124.4,61.6,189.1,7.2,1.0,71.29,18.7,66.84,Healthy
329.3,25.7,10.9,61.3,4.88,0.28,15.3,15.43,33.34,Poor
253.5,6.9,6.7,68.1,3.97,0.6,37.75,22.48,34.26,Poor
661.7,117.7,21.5,59.1,4.87,0.68,40.57,18.36,49.17,Moderate
678.4,28.0,41.5,108.1,6.58,0.94,67.58,26.53,67.51,Healthy
105.2,34.1,16.5,69.6,4.36,0.27,15.57,36.01,26.68,Poor
330.3,61.6,41.8,113.5,7.59,1.31,63.37,17.18,57.5,Moderate
747.1,126.9,33.3,105.0,7.14,0.72,36.07,19.25,60.72,Moderate
257.1,75.0,45.4,79.9,8.05,2.3,50.51,18.94,48.09,Moderate
490.1,74.4,30.9,89.0,7.93,2.33,46.04,19.98,49.25,Moderate
596.3,143.3,70.8,204.6,6.6,1.82,61.6,18.5,75.61,Healthy
319.6,101.5,56.7,139.6,6.07,0.75,34.42,17.77,60.47,Moderate
722.7,117.6,35.2,216.8,6.56,1.36,54.07,23.65,76.84,Healthy
533.5,207.6,56.1,190.8,6.24,1.08,48.8,20.42,75.65,Healthy
275.6,93.1,20.2,76.1,7.68,2.01,54.01,20.12,52.88,Moderate
448.7,14.5,11.2,25.7,3.66,0.53,31.99,16.67,30.35,Poor
54.7,15.8,14.0,56.0,3.72,0.53,11.11,28.23,25.46,Poor
277.0,30.6,3.5,24.6,4.09,0.48,12.5,20.03,26.83,Poor
385.9,48.1,64.4,182.2,6.14,0.7,72.9,26.59,65.8,Healthy
669.4,33.4,34.3,132.8,6.72,0.89,62.57,19.13,66.64,Healthy
661.0,84.2,33.0,118.9,5.83,0.58,35.59,30.65,56.91,Moderate
248.6,14.0,9.1,47.4,4.01,0.18,20.72,14.93,24.71,Poor
146.7,36.8,4.8,9.2,5.27,0.55,29.42,32.02,38.59,Poor
599.2,59.1,19.0,79.1,7.98,1.86,47.74,31.02,48.55,Moderate
445.5,12.4,4.3,26.4,5.12,0.26,31.27,16.38,38.23,Poor
771.7,80.1,54.0,133.7,7.03,0.6,21.38,34.4,55.57,Moderate
116.7,13.2,2.7,53.9,4.03,0.38,21.87,25.26,28.56,Poor
164.0,27.3,19.1,14.8,4.42,0.38,12.61,17.31,27.95,Poor
567.6,44.9,63.0,110.9,6.22,1.22,60.15,28.29,69.27,Healthy
758.1,102.7,28.6,165.2,7.25,1.47,35.0,19.86,61.34,Moderate
632.7,159.8,38.6,140.5,6.69,0.91,73.42,22.3,71.64,Healthy
618.2,139.9,36.8,161.8,6.09,1.91,74.84,20.84,66.61,Healthy
510.1,126.4,52.7,205.2,6.25,1.75,60.7,20.89,73.36,Healthy
333.0,79.7,31.6,116.0,8.03,1.21,66.99,17.71,53.56,Moderate
828.4,134.8,64.9,178.3,6.26,1.07,71.07,26.43,75.42,Healthy
366.1,10.8,7.0,63.9,4.49,0.4,30.21,15.65,33.49,Poor
425.7,122.2,43.7,149.2,6.79,0.78,26.34,35.04,58.56,Moderate
614.7,81.9,51.0,115.8,5.75,1.2,43.2,12.97,59.18,Moderate
711.5,175.4,65.0,251.9,5.99,1.24,70.05,27.78,76.43,Healthy
821.0,57.9,40.8,129.8,6.21,0.82,34.38,23.96,64.96,Moderate
802.0,132.0,80.8,232.9,6.28,0.93,50.65,28.22,77.25,Healthy
251.5,37.0,13.0,19.3,4.2,0.23,30.36,25.52,32.87,Poor
453.8,13.1,5.7,43.8,4.02,0.55,25.29,34.75,27.54,Poor
433.9,17.2,4.6,68.9,3.81,0.24,35.46,30.11,31.59,Poor
447.8,79.4,17.0,99.5,8.26,1.77,41.62,30.5,45.62,Moderate
553.5,159.6,78.5,134.2,5.94,1.49,62.29,18.73,71.44,Healthy
349.9,21.0,15.1,57.7,4.36,0.6,16.43,32.9,30.27,Poor
365.2,23.4,14.8,25.8,5.15,0.61,20.21,36.88,35.38,Poor
161.4,10.5,13.1,60.4,5.12,0.38,20.64,33.89,34.86,Poor
789.5,113.2,65.2,138.1,6.85,1.16,23.6,35.56,61.85,Moderate
623.0,56.9,62.3,88.3,6.91,0.58,52.88,24.95,65.73,Healthy
572.1,106.7,45.9,138.1,5.93,0.99,74.71,22.55,66.19,Healthy
698.0,122.5,57.3,177.6,6.58,0.84,76.16,18.67,71.34,Healthy
400.1,125.4,50.5,107.3,7.29,1.53,40.46,34.14,57.4,Moderate
863.2,102.0,34.4,144.5,7.06,1.5,20.7,22.97,61.35,Moderate
709.7,99.4,52.0,165.2,6.27,1.67,71.44,20.76,70.01,Healthy
249.0,34.6,6.1,23.3,7.82,3.73,51.02,16.27,36.87,Poor
460.7,44.1,37.6,111.4,8.1,1.9,47.42,29.83,48.66,Moderate
409.9,100.5,52.4,142.2,6.31,0.54,23.94,26.82,61.2,Moderate
924.5,121.9,54.1,129.2,6.23,1.45,72.76,25.07,72.61,Healthy
99.5,7.7,16.9,25.2,4.57,0.37,20.44,31.62,29.58,Poor
490.5,13.0,14.6,57.1,4.89,0.16,31.42,11.38,35.53,Poor
506.7,134.7,50.5,126.6,5.94,1.38,22.62,36.09,56.56,Moderate
434.0,27.2,2.4,30.8,4.24,0.16,41.5,27.47,35.1,Poor
539.1,48.9,27.0,100.0,7.81,1.27,40.84,18.82,52.06,Moderate
817.2,195.7,60.3,151.6,6.53,0.79,47.33,19.5,76.09,Healthy
321.3,23.2,23.4,78.2,7.7,3.19,30.35,35.25,36.38,Poor
430.8,44.4,27.8,134.3,7.99,1.69,53.21,23.76,54.42,Moderate
514.5,13.2,3.9,31.6,5.02,0.23,25.91,11.33,34.16,Poor
92.4,20.1,8.7,23.9,4.74,0.15,21.66,32.36,29.99,Poor
191.3,14.3,17.0,64.6,4.04,0.59,11.32,20.47,27.79,Poor
76.0,12.7,9.5,67.8,3.82,0.32,29.12,10.06,24.37,Poor
516.9,74.7,17.2,28.1,7.81,2.76,31.39,35.92,38.46,Poor
712.6,182.9,66.1,222.0,6.69,1.66,71.12,19.45,76.35,Healthy
803.2,154.6,62.4,175.8,6.26,0.99,62.35,24.16,78.7,Healthy
422.2,41.1,47.3,124.1,6.41,1.26,60.19,17.64,67.96,Healthy
421.3,22.8,15.9,21.3,4.79,0.42,28.66,28.61,37.73,Poor
108.3,36.6,11.8,63.8,4.21,0.34,36.69,13.37,30.97,Poor
362.2,12.3,20.3,61.2,3.99,0.26,20.15,9.56,24.18,Poor
495.8,82.8,19.2,111.8,7.66,1.76,67.22,21.98,56.8,Moderate
464.2,41.8,22.6,93.7,7.42,1.31,44.66,22.33,56.6,Moderate
563.3,85.7,44.4,107.5,6.41,0.61,26.07,29.16,60.41,Moderate
646.5,48.3,35.4,167.1,6.74,1.13,62.25,20.82,70.02,Healthy
